,value
2011-02-15,143.20783680064633
2011-02-16,143.10684710159563
2011-02-17,143.00585740254493
2011-02-18,140.15592809533427
2011-02-19,141.16744092102604
2011-02-20,139.16824883861847
2011-02-21,138.8551807715613
2011-02-22,139.57685316097758
2011-02-23,140.1781458291254
2011-02-24,142.1460311048273
2011-02-25,140.40234296101798
2011-02-26,141.34962633811352
2011-02-27,139.97616643102404
2011-02-28,139.57422742880226
2011-03-01,140.58654817208645
2011-03-02,140.98404362755
2011-03-03,140.9676832963038
2011-03-04,140.19834376893556
2011-03-05,140.38618460916985
2011-03-06,140.17612603514442
2011-03-07,139.87558069076954
2011-03-08,139.57200565542314
2011-03-09,139.37022823671987
2011-03-10,140.842658048879
2011-03-11,139.77418703292264
2011-03-12,140.54170874570792
2011-03-13,140.02645930115128
2011-03-14,140.07513633609372
2011-03-15,139.57220763482124
2011-03-16,139.37002625732174
2011-03-17,138.67178347808522
2011-03-18,138.47687335891737
2011-03-19,137.4514239547566
2011-03-20,137.14845485760452
2011-03-21,137.32963037770148
2011-03-22,138.34033528580085
2011-03-23,139.1623914360735
2011-03-24,139.5091900626136
2011-03-25,139.85033326600686
2011-03-26,139.27327812563118
2011-03-27,138.71460311048273
2011-03-28,138.13774994950515
2011-03-29,138.00686729953543
2011-03-30,137.95031306806703
2011-03-31,137.84750555443344
2011-04-01,137.63542718642697
2011-04-02,137.79458695213089
2011-04-03,137.73419511209855
2011-04-04,135.73459907089477
2011-04-05,136.34053726519895
2011-04-06,136.94647545950312
2011-04-07,137.22520702888303
2011-04-08,137.14825287820642
2011-04-09,136.74449606140172
2011-04-10,136.8838618460917
2011-04-11,137.5524136538073
2011-04-12,139.37022823671984
2011-04-13,140.63259947485355
2011-04-14,142.19793981013936
2011-04-15,141.99414259745504
2011-04-16,143.2058170066653
2011-04-17,144.466168450818
2011-04-18,145.46980407998382
2011-04-19,146.18703292264186
2011-04-20,145.06806705716014
2011-04-21,146.4395071702686
2011-04-22,150.45909917188445
2011-04-23,156.3385174712179
2011-04-24,154.92486366390625
2011-04-25,153.48858816400724
2011-04-26,158.19470813976972
2011-04-27,160.37608563926477
2011-04-28,166.64936376489595
2011-04-29,180.17006665320133
2011-04-30,193.70288830539278
2011-05-01,183.26257321753175
2011-05-02,186.63340739244592
2011-05-03,190.87497475257516
2011-05-04,190.79600080791752
2011-05-05,189.31973338719445
2011-05-06,191.68289234498076
2011-05-07,195.54069884871734
2011-05-08,200.0832155120177
2011-05-09,198.7521712785295
2011-05-10,239.3500302969096
2011-05-11,233.0886689557664
2011-05-12,249.2508584124418
2011-05-13,287.58271056352237
2011-05-14,267.3785093920419
2011-05-15,263.1232074328417
2011-05-16,281.4687941829932
2011-05-17,267.22318723490196
2011-05-18,260.9618258937587
2011-05-19,259.57826701676413
2011-05-20,234.91436073520492
2011-05-21,245.6055342355079
2011-05-22,257.1262371238132
2011-05-23,266.4134518279134
2011-05-24,271.86871339123394
2011-05-25,291.6566350232274
2011-05-26,299.70147444960594
2011-05-27,293.68652797414643
2011-05-28,289.6449202181376
2011-05-29,292.26661280549365
2011-05-30,299.74187032922623
2011-05-31,298.550191880428
2011-06-01,315.29428398303355
2011-06-02,336.09816198747706
2011-06-03,410.6285598868912
2011-06-04,502.73116542112666
2011-06-05,459.30559482932705
2011-06-06,496.6697636841038
2011-06-07,605.2033932538876
2011-06-08,719.8590183801247
2011-06-09,706.1042213694197
2011-06-10,605.7345990708943
2011-06-11,417.9220359523326
2011-06-12,496.5990708947684
2011-06-13,522.7271258331647
2011-06-14,511.41627953948665
2011-06-15,515.6578468996158
2011-06-16,465.3649767723689
2011-06-17,438.7238941627951
2011-06-18,463.14320339325354
2011-06-19,475.66592607553997
2011-06-26,454.25631185619034
2011-06-27,460.31629973742645
2011-06-28,464.3510401938999
2011-06-29,462.23429610179727
2011-06-30,447.2062209654612
2011-07-01,432.9876792567155
2011-07-02,433.04827307614596
2011-07-03,433.8660876590585
2011-07-04,401.9434457685313
2011-07-05,382.6929913148856
2011-07-06,420.9274893960813
2011-07-07,420.44657644920187
2011-07-08,411.1131084629365
2011-07-09,412.4463744698038
2011-07-10,422.9493031710762
2011-07-11,408.99495051504715
2011-07-12,404.9616239143604
2011-07-13,403.7812563118559
2011-07-14,404.7711573419508
2011-07-15,400.9335487780244
2011-07-16,399.0955362553017
2011-07-17,387.8048879014338
2011-07-18,394.2682286406784
2011-07-19,401.74631387598436
2011-07-20,398.49828317511583
2011-07-21,396.8939608159965
2011-07-22,398.6192688345786
2011-07-23,398.3078166027062
2011-07-24,404.36740052514614
2011-07-25,405.7366188648755
2011-07-26,402.3906281559278
2011-07-27,403.54716218945634
2011-07-28,394.47242981215885
2011-07-29,394.63825489800007
2011-07-30,395.28499293072076
2011-07-31,391.64249646536024
2011-08-01,386.48394263785065
2011-08-02,365.3851747121791
2011-08-03,309.0329226418903
2011-08-04,339.12785295899795
2011-08-05,319.93779034538454
2011-08-06,254.2965057564127
2011-08-07,281.5637245001008
2011-08-08,279.542112704504
2011-08-09,323.777418703292
2011-08-10,323.5754393051907
2011-08-11,313.1226014946473
2011-08-12,313.08281155322135
2011-08-13,326.62532821652167
2011-08-14,340.05089880832134
2011-08-15,347.2027873156935
2011-08-16,343.4520298929507
2011-08-17,343.0775600888707
2011-08-18,340.74389012320717
2011-08-19,357.30599878812336
2011-08-20,353.3270046455259
2011-08-21,350.4639466774387
2011-08-22,342.05655423146817
2011-08-23,342.96566350232257
2011-08-24,341.15976570389796
2011-08-25,317.05190870531186
2011-08-26,287.20682690365567
2011-08-27,295.504342557059
2011-08-28,305.197535851343
2011-08-29,303.15532215713984
2011-08-30,299.56695617047046
2011-08-31,287.6132094526357
2011-09-01,287.82750959402125
2011-09-02,296.4799030498888
2011-09-03,293.27852958998164
2011-09-04,287.17834780852337
2011-09-05,275.72672187436865
2011-09-06,260.6144213290243
2011-09-07,267.1504746515854
2011-09-08,253.89254696020993
2011-09-09,223.59563724500092
2011-09-10,218.42294485962424
2011-09-11,240.44799030498876
2011-09-12,244.76307816602696
2011-09-13,239.1480508988082
2011-09-14,235.49868713391223
2011-09-15,219.75802868107442
2011-09-16,219.35406988487165
2011-09-17,218.34417289436465
2011-09-18,227.02928701272458
2011-09-19,232.28095334275895
2011-09-20,245.44799030498876
2011-09-21,235.86568370026245
2011-09-22,231.63057968087244
2011-09-23,234.00040395879608
2011-09-24,232.44819228438686
2011-09-25,229.6550191880427
2011-09-26,220.35770551403746
2011-09-27,221.28499293072096
2011-09-28,218.3940618056957
2011-09-29,218.53302363158946
2011-09-30,225.81922843869916
2011-10-01,223.64431427994333
2011-10-02,223.53524540496858
2011-10-03,223.47465158553814
2011-10-04,222.18178145829114
2011-10-05,220.56594627348
2011-10-06,217.625732175318
2011-10-07,208.3017572207634
2011-10-08,202.94384972732774
2011-10-09,204.86972328822452
2011-10-10,204.81155322157133
2011-10-11,201.39406180569574
2011-10-12,205.82145021207828
2011-10-13,203.72389416279532
2011-10-14,202.5475661482528
2011-10-15,199.60331246212877
2011-10-16,193.84427388406374
2011-10-17,173.70632195516052
2011-10-18,170.85901838012518
2011-10-19,167.79943445768527
2011-10-20,169.4249646536053
2011-10-21,173.90870531205812
2011-10-22,185.80125227226816
2011-10-23,186.02746919814172
2011-10-24,173.40375681680462
2011-10-25,177.94829327408598
2011-10-26,178.0092910523126
2011-10-27,183.4019390022217
2011-10-28,186.4312260149464
2011-10-29,194.3314481922843
2011-10-30,188.04726317915566
2011-10-31,187.6031104827307
2011-11-01,185.62351040193894
2011-11-02,187.72995354473838
2011-11-03,185.66390628155924
2011-11-04,184.79337507574223
2011-11-05,181.98868915370628
2011-11-06,181.77762068269033
2011-11-07,182.73055948293268
2011-11-08,183.30094930317102
2011-11-09,181.58412441930918
2011-11-10,179.36073520500904
2011-11-11,184.2098565946273
2011-11-12,183.21975358513427
2011-11-13,182.5303978994142
2011-11-14,166.83942637850936
2011-11-15,169.04019390022214
2011-11-16,173.71379519289027
2011-11-17,167.44536457281353
2011-11-18,163.40557463138757
2011-11-19,166.3516461320945
2011-11-20,166.43546758230656
2011-11-21,168.324782872147
2011-11-22,169.0389820238335
2011-11-23,169.10341345182786
2011-11-24,171.1234094122399
2011-11-25,172.60028277115728
2011-11-26,171.88951726923847
2011-11-27,172.08907291456268
2011-11-28,173.50474651585532
2011-11-29,177.54817208644712
2011-11-30,181.98990103009487
2011-12-01,183.8056958190264
2011-12-02,184.91658250858407
2011-12-03,178.43304382952934
2011-12-04,179.121591597657
2011-12-05,180.1660270652393
2011-12-06,183.19975762472222
2011-12-07,182.41022015754388
2011-12-08,182.20601898606336
2011-12-09,181.98767925671575
2011-12-10,183.603716420925
2011-12-11,187.66552211674403
2011-12-12,185.32094526358304
2011-12-13,187.64128458897187
2011-12-14,185.62351040193892
2011-12-15,186.63340739244592
2011-12-16,186.63340739244592
2011-12-17,186.6354271864269
2011-12-18,186.49202181377493
2011-12-19,193.10078771965252
2011-12-20,201.7818622500504
2011-12-21,200.56998586144204
2011-12-22,200.57200565542306
2011-12-23,201.71682488386176
2011-12-24,201.57988285194904
2011-12-25,207.33629569783875
2011-12-26,203.1553221571399
2011-12-27,204.20500908907283
2011-12-28,206.53888103413445
2011-12-29,206.14461724904052
2011-12-30,207.80084831347193
2011-12-31,217.3750757422742
2012-01-01,228.39587962027863
2012-01-02,227.36820844273873
2012-01-03,220.5821046253281
2012-01-04,234.57988285194898
2012-01-05,262.3272066249241
2012-01-06,257.26418905271646
2012-01-07,259.54797010704897
2012-01-08,265.67966067461106
2012-01-09,249.76610785699847
2012-01-10,250.45909917188436
2012-01-11,261.3657846899615
2012-01-12,259.34578872954944
2012-01-13,251.46879418299324
2012-01-14,258.3362956978387
2012-01-15,263.4213290244394
2012-01-16,256.97354069884864
2012-01-17,235.10805897798417
2012-01-18,241.57180367602496
2012-01-19,250.45465562512612
2012-01-20,253.08038780044424
2012-01-21,246.82326802666117
2012-01-22,249.44294082003626
2012-01-23,250.3781054332457
2012-01-24,249.0405978590183
2012-01-25,238.13815390830126
2012-01-26,229.85699858614413
2012-01-27,228.88729549585935
2012-01-28,235.64714199151678
2012-01-29,230.693395273682
2012-01-30,232.8963845687739
2012-01-31,232.76126035144407
2012-02-01,244.71480508988074
2012-02-02,245.20743284185005
2012-02-03,242.36558271056344
2012-02-04,240.63118561906677
2012-02-05,236.90224197131886
2012-02-06,232.14845485760446
2012-02-07,236.92627751969292
2012-02-08,235.10805897798417
2012-02-09,239.7539890931124
2012-02-10,241.42233892142994
2012-02-11,235.11856190668544
2012-02-12,233.38517471217926
2012-02-13,228.24116340133298
2012-02-14,212.1417895374671
2012-02-15,209.3581094728337
2012-02-16,208.32397495455456
2012-02-17,211.07291456271452
2012-02-18,207.27590385780644
2012-02-19,210.60210058574017
2012-02-20,210.3165017168248
2012-02-21,208.28559886891532
2012-02-22,211.38234700060588
2012-02-23,223.3094602006447
2012-02-24,223.57139971722876
2012-02-25,218.4051706725913
2012-02-26,221.4142597455059
2012-02-27,222.18117552009687
2012-02-28,220.32316703696216
2012-02-29,220.16218945667532
2012-03-01,221.40012118763877
2012-03-02,217.03110482730756
2012-03-03,215.20096950111082
2012-03-04,219.35427186426978
2012-03-05,222.67198545748326
2012-03-06,222.78973944657636
2012-03-07,221.72773177135923
2012-03-08,221.5790749343566
2012-03-09,220.1844071904665
2012-03-10,219.619672793375
2012-03-11,221.15188850737218
2012-03-12,220.76893556857192
2012-03-13,228.44314279943433
2012-03-14,230.66491617854967
2012-03-15,229.58553827509581
2012-03-16,229.93536659260747
2012-03-17,227.3504342557058
2012-03-18,228.63360937184396
2012-03-19,216.8071096748131
2012-03-20,219.71561300747317
2012-03-21,219.25065643304373
2012-03-22,217.01716824883852
2012-03-23,216.64673803272058
2012-03-24,216.44556655221157
2012-03-25,213.90082811553214
2012-03-26,215.29650575641276
2012-03-27,219.17733791153293
2012-03-28,218.73693273339327
2012-03-29,219.11936982427784
2012-03-30,220.09735406988477
2012-03-31,221.14623308422532
2012-04-01,219.45445364572805
2012-04-02,222.46455261563312
2012-04-03,222.02019793981003
2012-04-04,221.173500302969
2012-04-05,221.35164613209443
2012-04-06,221.97798424560688
2012-04-07,216.67319733387185
2012-04-08,218.799030498889
2012-04-09,220.402544940416
2012-04-10,219.6911735003029
2012-04-11,221.5334275903857
2012-04-12,221.36719854574827
2012-04-13,221.37871137144003
2012-04-14,222.17572207634814
2012-04-15,222.3619470813976
2012-04-16,221.61644112300536
2012-04-17,222.5023227630781
2012-04-18,225.36901636033116
2012-04-19,225.77014744496051
2012-04-20,230.0589779842455
2012-04-21,228.24277923651778
2012-04-22,227.1003837608563
2012-04-23,222.18157947889307
2012-04-24,224.97354069884864
2012-04-25,225.6521914764693
2012-04-26,224.96142193496254
2012-04-27,225.2007675217127
2012-04-28,222.57362149060788
2012-04-29,221.05897798424553
2012-04-30,221.96162391436064
2012-05-01,222.98969905069674
2012-05-02,224.47768127650968
2012-05-03,225.70389820238324
2012-05-04,224.34296101797605
2012-05-05,224.54514239547552
2012-05-06,223.99777822662077
2012-05-07,224.2019793981013
2012-05-08,223.99899010300936
2012-05-09,223.8723490203998
2012-05-10,219.9600080791758
2012-05-11,221.97980206018974
2012-05-12,221.90284790951313
2012-05-13,221.57503534639457
2012-05-14,223.11088668955756
2012-05-15,223.6968289234497
2012-05-16,224.78125631185608
2012-05-17,225.00545344374862
2012-05-18,225.37325792769127
2012-05-19,224.99939406180556
2012-05-20,224.80791759240546
2012-05-21,225.00484750555432
2012-05-22,224.98464956574418
2012-05-23,225.8113512421732
2012-05-24,225.39385982629761
2012-05-25,225.92769137547958
2012-05-26,225.0749343566955
2012-05-27,225.72166647032364
2012-05-28,225.73257927691364
2012-05-29,226.0187840840233
2012-05-30,225.7164209250655
2012-05-31,226.6275499899009
2012-06-01,228.5402948899211
2012-06-02,228.0185821046252
2012-06-03,227.1322965057563
2012-06-04,228.24419309230447
2012-06-05,231.86151115538644
2012-06-06,232.28095334275892
2012-06-07,234.92668147848906
2012-06-08,235.76893556857186
2012-06-09,234.29993940618044
2012-06-10,232.44819228438686
2012-06-11,234.59765703898188
2012-06-12,237.12886285598856
2012-06-13,241.75156534033516
2012-06-14,242.26055342355068
2012-06-15,253.28660876590573
2012-06-16,251.2668147848918
2012-06-17,246.49646536053308
2012-06-18,249.44859624318306
2012-06-19,253.26156332054114
2012-06-20,256.72025853362936
2012-06-21,256.9242577257118
2012-06-22,254.25227226822847
2012-06-23,251.84245606948073
2012-06-24,250.257321753181
2012-06-25,249.34437487376272
2012-06-26,251.6606746111895
2012-06-27,256.25570591799624
2012-06-28,255.42516663300327
2012-06-29,256.3162997374266
2012-06-30,257.1240153504341
2012-07-01,255.8917390426175
2012-07-02,258.53787113714384
2012-07-03,252.27529791961206
2012-07-04,253.49060795798812
2012-07-05,256.7202585336294
2012-07-06,256.2781256311855
2012-07-07,258.5798828519489
2012-07-08,259.3253888103412
2012-07-09,263.81983437689337
2012-07-10,267.42314683902225
2012-07-11,266.41526964249636
2012-07-12,278.8242779236516
2012-07-13,276.80589779842444
2012-07-14,274.33488184205197
2012-07-15,275.9287012724701
2012-07-16,293.6742072308623
2012-07-17,299.7420723086244
2012-07-18,305.99858614421316
2012-07-19,301.1555241365379
2012-07-20,294.08644718238725
2012-07-21,300.66148252878196
2012-07-22,292.06665320137336
2012-07-23,292.5847303575034
2012-07-24,295.6883457887294
2012-07-25,299.74187032922634
2012-07-26,301.76126035144404
2012-07-27,301.76166431024023
2012-07-28,301.5213088264996
2012-07-29,297.9295091900625
2012-07-30,305.76085639264784
2012-07-31,310.85073722480297
2012-08-01,314.8963845687739
2012-08-02,334.6843062007674
2012-08-03,343.57139971722876
2012-08-04,343.8537669157745
2012-08-05,341.5512017774186
2012-08-06,341.2520702888304
2012-08-07,346.19713189254685
2012-08-08,345.29428398303367
2012-08-09,345.41143203393244
2012-08-10,351.98121591597646
2012-08-11,354.48232680266597
2012-08-12,356.78065037366173
2012-08-13,365.13249848515443
2012-08-14,368.21288628559876
2012-08-15,389.62270248434646
2012-08-16,394.6721874368813
2012-08-17,355.96485558473023
2012-08-18,356.4980811957179
2012-08-19,283.1795596849121
2012-08-20,325.9991920824075
2012-08-21,322.2629771763279
2012-08-22,320.07695415067656
2012-08-23,325.9985861442132
2012-08-24,336.09816198747717
2012-08-25,336.09816198747717
2012-08-26,330.2407594425368
2012-08-27,343.16744092102596
2012-08-28,342.96546152292456
2012-08-29,342.4988891133104
2012-08-30,339.67299535447376
2012-08-31,327.2110684710159
2012-09-01,323.2813573015552
2012-09-02,328.101797616643
2012-09-03,334.6843062007674
2012-09-04,331.7497475257523
2012-09-05,344.171480508988
2012-09-06,347.83316501716814
2012-09-07,344.19966945396664
2012-09-08,344.9246616845081
2012-09-09,344.58129670773576
2012-09-10,347.5907897394465
2012-09-11,350.45313645533093
2012-09-12,351.5473641688547
2012-09-13,352.23631589577855
2012-09-14,357.7099575843263
2012-09-15,359.3257927691375
2012-09-16,361.74954554635417
2012-09-17,362.15350434255697
2012-09-18,369.42476267420716
2012-09-19,375.93859826297705
2012-09-20,370.23671985457474
2012-09-21,371.80811957180356
2012-09-22,369.1785497879215
2012-09-23,368.2797414663703
2012-09-24,366.3950717026862
2012-09-25,367.93536659260747
2012-09-26,369.8287214704099
2012-09-27,370.61421934962624
2012-09-28,370.0307008685113
2012-09-29,371.7089476873358
2012-09-30,372.454453645728
2012-10-01,371.8694331061696
2012-10-02,381.34134518279126
2012-10-03,382.35144415269633
2012-10-04,381.54352656029073
2012-10-05,378.27146031104814
2012-10-06,374.5752373257926
2012-10-07,360.40436275499883
2012-10-08,359.89315289840425
2012-10-09,362.2544940416076
2012-10-10,366.79903049888895
2012-10-11,364.9812159159764
2012-10-12,364.36315895778614
2012-10-13,361.56796606746093
2012-10-14,359.1015956372448
2012-10-15,360.7412320505872
2012-10-16,361.3435669561703
2012-10-17,360.89113310442315
2012-10-18,363.1587558069075
2012-10-19,359.1262371238132
2012-10-20,359.12199555645304
2012-10-21,356.9236517875175
2012-10-22,358.520298929509
2012-10-23,357.3059987881235
2012-10-24,357.30579680872535
2012-10-25,341.38153908301337
2012-10-26,327.7364168854775
2012-10-27,329.25106039183987
2012-10-28,338.11755200969486
2012-10-29,336.097960008079
2012-10-30,341.9056756210865
2012-10-31,348.2371238133709
2012-11-01,335.4922237931729
2012-11-02,333.4475863461925
2012-11-03,336.956574429408
2012-11-04,340.13997172288407
2012-11-05,339.0874570793777
2012-11-06,341.75358513431615
2012-11-07,342.56150272672164
2012-11-08,342.4310764892647
2012-11-09,340.440719046657
2012-11-10,341.9553625530194
2012-11-11,341.5253484144615
2012-11-12,341.5516057362147
2012-11-13,343.19167844879803
2012-11-14,343.1674409210258
2012-11-15,348.1706725913955
2012-11-16,359.30337305594804
2012-11-17,360.11129064835364
2012-11-18,357.5001009896988
2012-11-19,360.33366996566326
2012-11-20,358.97859018380103
2012-11-21,357.70995758432616
2012-11-22,372.89699050696805
2012-11-23,371.06525622663787
2012-11-24,372.6873358917388
2012-11-25,374.11270450414037
2012-11-26,369.33306402746894
2012-11-27,368.4148656837
2012-11-28,371.39789941425954
2012-11-29,373.4643506362348
2012-11-30,375.7871137144009
2012-12-01,375.7267218743686
2012-12-02,374.47485356493615
2012-12-03,378.0894768733587
2012-12-04,392.85235305998765
2012-12-05,392.2484346596645
2012-12-06,390.88121775470506
2012-12-07,394.6701676429002
2012-12-08,393.05776610785676
2012-12-09,392.41001817814555
2012-12-10,393.3259947485354
2012-12-11,395.82407594425337
2012-12-12,398.68935568571976
2012-12-13,398.71379519289
2012-12-14,396.6927893354875
2012-12-15,394.47242981215885
2012-12-16,390.6330034336495
2012-12-17,389.5471521023317
2012-12-18,390.6121995556451
2012-12-19,396.671783478085
2012-12-20,395.1696626944049
2012-12-21,394.671783478085
2012-12-22,392.0739244597048
2012-12-23,390.8753787113712
2012-12-24,392.24863663906257
2012-12-25,391.64269844475837
2012-12-26,394.0230256513833
2012-12-27,393.0914966673397
2012-12-28,393.0803878004441
2012-12-29,392.65239345586724
2012-12-30,393.6624924257723
2012-12-31,394.87436881438066
2013-01-01,390.7160169662692
2013-01-02,386.39103211472406
2013-01-03,392.60916986467356
2013-01-04,394.1494555863481
2013-01-05,393.4603110482728
2013-01-06,393.74207230862424
2013-01-07,396.39971722884235
2013-01-08,399.57523732579244
2013-01-09,400.1258331650168
2013-01-10,407.5986669359721
2013-01-11,407.53847707533794
2013-01-12,409.5578670975557
2013-01-13,407.114320339325
2013-01-14,406.79095132296464
2013-01-15,409.82124823267986
2013-01-16,419.5156534033524
2013-01-17,435.0682690365578
2013-01-18,439.1076550191876
2013-01-19,437.39083013532576
2013-01-20,439.1076550191876
2013-01-21,461.3253888103409
2013-01-22,470.748193335919
2013-01-23,475.4647545950308
2013-01-24,463.26358311452185
2013-01-25,473.44435467582264
2013-01-26,482.63309056227325
2013-01-27,484.55301959200114
2013-01-28,500.1258331650167
2013-01-29,516.6372450010094
2013-01-30,519.8996162391431
2013-01-31,534.2401535043421
2013-02-01,536.0369622298521
2013-02-02,518.4857604524334
2013-02-03,537.8755806907691
2013-02-04,534.6449202181373
2013-02-05,538.0777620682686
2013-02-06,550.196323974954
2013-02-07,569.3843667945864
2013-02-08,579.6853160977574
2013-02-09,599.6812765097953
2013-02-10,606.1395677640875
2013-02-11,619.8792163199347
