,value
2021-12-31,2166.217808237967
2022-01-01,2232.470063570954
2022-01-02,2253.4866110148882
2022-01-03,2196.907816008527
2022-01-04,2159.1233510958955
2022-01-05,1942.2597557264194
2022-01-06,1954.6380546109913
2022-01-07,1817.6212716097525
2022-01-08,1740.6024472178424
2022-01-09,1780.2036756309503
2022-01-10,1701.6615695109208
2022-01-11,1795.503478859952
2022-01-12,1924.254445384515
2022-01-13,1820.8678387083091
2022-01-14,1835.5710263704543
2022-01-15,1863.993329639493
2022-01-16,1890.6780736396338
2022-01-17,1794.7890426805438
2022-01-18,1753.1567638423785
2022-01-19,1691.3568544434231
2022-01-20,1614.497525370744
2022-01-21,1378.12354868597
2022-01-22,1208.4544186612334
2022-01-23,1294.1285993793083
2022-01-24,1219.5504252400447
2022-01-25,1233.4525245716366
2022-01-26,1245.3832924664457
2022-01-27,1206.729347329266
2022-01-28,1230.063534639902
2022-01-29,1276.6000986425947
2022-01-30,1287.3963628316433
2022-01-31,1313.3014782097935
2022-02-01,1343.9282818460006
2022-02-02,1256.3530816718433
2022-02-03,1268.3423167913477
2022-02-04,1359.0458437584448
2022-02-05,1490.6484464106238
2022-02-06,1625.9247993316706
2022-02-07,1687.5487308560116
2022-02-08,1688.2819260238978
2022-02-09,1697.828552279614
2022-02-10,1589.952186402722
2022-02-11,1482.5047983160796
2022-02-12,1484.1308397127652
2022-02-13,1433.0504101927536
2022-02-14,1443.4082095843498
2022-02-15,1611.0047865524211
2022-02-16,1573.491324004897
2022-02-17,1431.9661237607372
2022-02-18,1391.6868694806371
2022-02-19,1261.834553912369
2022-02-20,1234.5492462074485
2022-02-21,1186.815768785685
2022-02-22,1257.3938123656308
2022-02-23,1198.4783025611268
2022-02-24,1202.8028923192612
2022-02-25,1282.9564196259535
2022-02-26,1266.4118493316892
2022-02-27,1199.4095198051336
2022-02-28,1349.1912747320825
2022-03-01,1375.870987485077
2022-03-02,1354.209007888399
2022-03-03,1306.9352362025345
2022-03-04,1220.249394262962
2022-03-05,1260.4190817248032
2022-03-06,1186.7463342570709
2022-03-07,1152.9390498488008
2022-03-08,1170.4802735370822
2022-03-09,1230.4261549615496
2022-03-10,1174.061246134639
2022-03-11,1146.1513368288138
2022-03-12,1154.3305208245945
2022-03-13,1131.4989356905626
2022-03-14,1167.7983929256352
2022-03-15,1158.2909049735324
2022-03-16,1241.9911540468938
2022-03-17,1226.4498887438178
2022-03-18,1246.2187367956092
2022-03-19,1303.4629438972377
2022-03-20,1251.2754421307477
2022-03-21,1257.9313874596855
2022-03-22,1294.7237976931629
2022-03-23,1383.0853746024657
2022-03-24,1494.503907955679
2022-03-25,1479.5846989920683
2022-03-26,1470.7292934836496
2022-03-27,1528.889882222117
2022-03-28,1502.5264431649605
2022-03-29,1525.1240671783971
2022-03-30,1544.5284847298042
2022-03-31,1501.4824647309574
2022-04-01,1562.5186039238838
2022-04-02,1544.5886045218479
2022-04-03,1588.342154017973
2022-04-04,1542.57943655449
2022-04-05,1498.6801785963553
2022-04-06,1329.0090035644535
2022-04-07,1377.8774279073118
2022-04-08,1296.5486046702104
2022-04-09,1334.6235371917492
2022-04-10,1286.994061762367
2022-04-11,1172.7228266446684
2022-04-12,1221.3224982820825
2022-04-13,1251.974165820378
2022-04-14,1212.3830547111766
2022-04-15,1231.2798525088933
2022-04-16,1227.8407500154422
2022-04-17,1182.8991010854454
2022-04-18,1207.9650043561303
2022-04-19,1243.0080187992826
2022-04-20,1221.5794686554468
2022-04-21,1187.2264532681063
2022-04-22,1191.9565601387521
2022-04-23,1174.001708161089
2022-04-24,1162.4753577648792
2022-04-25,1157.1270345191633
2022-04-26,1062.6512987507979
2022-04-27,1086.2096505280088
2022-04-28,1074.4439768905147
2022-04-29,996.3104726276076
2022-04-30,888.4857898962559
2022-05-01,943.2646376158024
2022-05-02,918.2878857193429
2022-05-03,904.1798097641878
2022-05-04,1003.060072586425
2022-05-05,897.7132781823352
2022-05-06,889.3076750854603
2022-05-07,863.7263459476986
2022-05-08,856.1361688140069
2022-05-09,698.4253826379165
2022-05-10,722.1677585957851
2022-05-11,541.0034281437632
2022-05-12,511.159851807452
2022-05-13,576.9417737441253
2022-05-14,612.4482905235036
2022-05-15,654.6534699427934
2022-05-16,586.9157423437777
2022-05-17,623.1894949860807
2022-05-18,570.8199990047101
2022-05-19,599.9036805355336
2022-05-20,575.7065115836484
2022-05-21,591.34516821598
2022-05-22,605.5160315897627
2022-05-23,582.2638810475792
2022-05-24,591.5864325581455
2022-05-25,581.7476431882785
2022-05-26,538.7100551902703
2022-05-27,516.464636845248
2022-05-28,531.4319817039742
2022-05-29,543.3004110074169
2022-05-30,614.4939645489414
2022-05-31,608.5416655709099
2022-06-01,551.3816186796978
2022-06-02,566.0901700645273
2022-06-03,541.8666987827819
2022-06-04,551.6571816495182
2022-06-05,547.1497974956064
2022-06-06,578.651892641851
2022-06-07,567.2569594292954
2022-06-08,552.2397107168671
2022-06-09,554.4472297202584
2022-06-10,516.9814683177293
2022-06-11,473.9172556920527
2022-06-12,432.2014683230266
2022-06-13,402.91501458338917
2022-06-14,413.1864212506864
2022-06-15,449.5137338574578
2022-06-16,392.3065841285459
2022-06-17,401.98103213423923
2022-06-18,382.8978566558707
2022-06-19,410.21514751684157
2022-06-20,420.4678803999589
2022-06-21,431.2572255052715
2022-06-22,415.62583662641345
2022-06-23,451.166799023846
2022-06-24,461.36860343580855
